boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max
200,29,3180,1.867302e-06,5.249617e-03,1.425772e-02,0.000000e+00,0.000000e+00
201,21,3201,1.818873e-05,5.077493e-03,1.341527e-02,0.000000e+00,0.000000e+00
202,25,3226,1.168810e-06,5.226034e-03,1.585493e-02,0.000000e+00,0.000000e+00
203,19,3245,2.433546e-05,5.140922e-03,1.519471e-02,0.000000e+00,0.000000e+00
204,17,3262,3.022142e-06,5.191435e-03,1.497683e-02,0.000000e+00,0.000000e+00
205,14,3276,2.700835e-07,5.081315e-03,1.384339e-02,0.000000e+00,0.000000e+00
206,23,3299,4.264526e-05,5.173508e-03,1.359765e-02,0.000000e+00,0.000000e+00
207,21,3320,6.938353e-06,5.130180e-03,1.280442e-02,0.000000e+00,0.000000e+00
208,20,3340,3.230292e-05,5.279546e-03,1.555560e-02,0.000000e+00,0.000000e+00
209,17,3357,8.475035e-06,5.085125e-03,1.240974e-02,0.000000e+00,0.000000e+00
210,18,3375,1.618639e-05,5.271213e-03,1.357514e-02,0.000000e+00,0.000000e+00
211,17,3392,6.952323e-06,5.085762e-03,1.493699e-02,0.000000e+00,0.000000e+00
212,19,3411,3.285706e-05,5.297075e-03,1.602695e-02,0.000000e+00,0.000000e+00
213,15,3426,1.583248e-07,5.018139e-03,1.328426e-02,0.000000e+00,0.000000e+00
214,17,3443,6.835908e-06,5.222800e-03,1.594405e-02,0.000000e+00,0.000000e+00
215,18,3461,9.057112e-06,5.144365e-03,1.398495e-02,0.000000e+00,0.000000e+00
216,18,3479,1.462176e-05,5.228188e-03,1.408912e-02,0.000000e+00,0.000000e+00
217,15,3494,1.473352e-05,5.096723e-03,1.411687e-02,0.000000e+00,0.000000e+00
218,19,3513,4.453585e-05,5.227497e-03,1.450000e-02,0.000000e+00,0.000000e+00
219,16,3529,3.073364e-06,5.115044e-03,1.402982e-02,0.000000e+00,0.000000e+00
220,14,3543,1.045875e-05,5.189457e-03,1.330704e-02,0.000000e+00,0.000000e+00
221,24,3567,8.442439e-06,5.111325e-03,1.376488e-02,0.000000e+00,0.000000e+00
222,17,3584,1.438893e-05,5.268372e-03,1.537958e-02,0.000000e+00,0.000000e+00
223,19,3603,9.508803e-06,5.117640e-03,1.311728e-02,0.000000e+00,0.000000e+00
224,19,3622,1.688488e-05,5.235861e-03,1.821472e-02,0.000000e+00,0.000000e+00
225,16,3638,3.320165e-06,5.070130e-03,1.306926e-02,0.000000e+00,0.000000e+00
226,17,3655,3.144145e-05,5.254090e-03,1.832331e-02,0.000000e+00,0.000000e+00
227,18,3673,2.603047e-06,5.051594e-03,1.317690e-02,0.000000e+00,0.000000e+00
228,17,3690,2.468005e-06,5.291299e-03,1.673218e-02,0.000000e+00,0.000000e+00
229,17,3707,6.332994e-06,5.090270e-03,1.483368e-02,0.000000e+00,0.000000e+00
230,17,3724,7.478520e-06,5.195789e-03,1.456268e-02,0.000000e+00,0.000000e+00
231,21,3745,2.942979e-06,5.101584e-03,1.616343e-02,0.000000e+00,0.000000e+00
232,16,3761,7.133931e-06,5.394465e-03,1.471972e-02,0.000000e+00,0.000000e+00
233,17,3778,1.540873e-05,5.162813e-03,1.295147e-02,0.000000e+00,0.000000e+00
234,16,3794,6.002374e-06,5.286282e-03,1.348251e-02,0.000000e+00,0.000000e+00
235,16,3810,1.148786e-05,5.091621e-03,1.357315e-02,0.000000e+00,0.000000e+00
236,25,3835,1.043081e-05,5.241060e-03,1.804315e-02,0.000000e+00,0.000000e+00
237,17,3852,2.863817e-05,5.101543e-03,1.537602e-02,0.000000e+00,0.000000e+00
238,20,3872,6.267801e-06,5.247366e-03,1.510028e-02,0.000000e+00,0.000000e+00
239,18,3890,5.344395e-05,5.179251e-03,1.202800e-02,0.000000e+00,0.000000e+00
HIST {'total_samples': 1909183, 'floor_samples': 24, 'floor_fraction': 1.2570822178911084e-05, 'saturation_depth': 3.725290298461914e-08, 'boundaries': 240, 'capped_boundaries': 0, 'unfinished_worlds': 0}
240,27,3917,1.757406e-05,5.234132e-03,1.461399e-02,0.000000e+00,0.000000e+00
241,13,3930,9.997748e-06,5.097315e-03,1.331881e-02,0.000000e+00,0.000000e+00
242,14,3944,1.885928e-06,5.255818e-03,1.613493e-02,0.000000e+00,0.000000e+00
243,18,3962,2.827495e-05,5.123923e-03,1.431599e-02,0.000000e+00,0.000000e+00
244,20,3982,2.384186e-06,5.270970e-03,1.814398e-02,0.000000e+00,0.000000e+00
245,17,3999,1.643784e-06,5.173096e-03,1.400132e-02,0.000000e+00,0.000000e+00
246,19,4018,2.109446e-06,5.299300e-03,1.572744e-02,0.000000e+00,0.000000e+00
247,18,4036,8.018687e-06,5.134264e-03,1.372316e-02,0.000000e+00,0.000000e+00
248,18,4054,1.474749e-05,5.192823e-03,1.378102e-02,0.000000e+00,0.000000e+00
249,16,4070,1.305249e-05,5.121242e-03,1.449459e-02,0.000000e+00,0.000000e+00
250,16,4086,1.828186e-05,5.242287e-03,1.389945e-02,0.000000e+00,0.000000e+00
251,15,4101,5.154870e-06,5.111539e-03,1.443307e-02,0.000000e+00,0.000000e+00
252,17,4118,1.806766e-06,5.226271e-03,1.654639e-02,0.000000e+00,0.000000e+00
253,15,4133,3.147405e-05,5.143952e-03,1.431649e-02,0.000000e+00,0.000000e+00
254,15,4148,2.967659e-05,5.297009e-03,1.317690e-02,0.000000e+00,0.000000e+00
255,13,4161,4.190952e-08,5.217433e-03,1.369595e-02,0.000000e+00,0.000000e+00
256,14,4175,1.257285e-07,5.290833e-03,1.336477e-02,0.000000e+00,0.000000e+00
257,17,4192,1.621433e-05,5.134481e-03,1.465100e-02,0.000000e+00,0.000000e+00
258,16,4208,7.543713e-07,5.251193e-03,1.821472e-02,0.000000e+00,0.000000e+00
259,18,4226,2.137385e-06,5.100435e-03,1.647044e-02,0.000000e+00,0.000000e+00
260,17,4243,2.455432e-05,5.180768e-03,1.474476e-02,0.000000e+00,0.000000e+00
261,22,4265,2.689194e-05,5.071091e-03,1.377288e-02,0.000000e+00,0.000000e+00
262,19,4284,1.769513e-07,5.254789e-03,1.441577e-02,0.000000e+00,0.000000e+00
263,18,4302,1.096167e-05,5.088203e-03,1.344873e-02,0.000000e+00,0.000000e+00
264,20,4322,2.623536e-05,5.217427e-03,1.463525e-02,0.000000e+00,0.000000e+00
265,20,4342,3.580935e-05,5.088761e-03,1.338884e-02,0.000000e+00,0.000000e+00
266,14,4356,1.048204e-05,5.160647e-03,1.660271e-02,0.000000e+00,0.000000e+00
267,15,4371,1.434702e-05,5.082608e-03,1.485534e-02,0.000000e+00,0.000000e+00
268,18,4389,1.366250e-05,5.213160e-03,1.500253e-02,0.000000e+00,0.000000e+00
269,24,4413,8.745119e-06,5.071423e-03,1.424925e-02,0.000000e+00,0.000000e+00
270,15,4428,6.569549e-05,5.229434e-03,1.346691e-02,0.000000e+00,0.000000e+00
271,24,4452,1.898967e-05,5.082274e-03,1.376233e-02,0.000000e+00,0.000000e+00
272,23,4475,1.732260e-06,5.182840e-03,1.607908e-02,0.000000e+00,0.000000e+00
273,19,4494,9.764917e-06,5.114035e-03,1.569818e-02,0.000000e+00,0.000000e+00
274,16,4510,8.279458e-06,5.282205e-03,1.461221e-02,0.000000e+00,0.000000e+00
275,17,4527,1.975335e-05,5.043029e-03,1.509634e-02,0.000000e+00,0.000000e+00
276,25,4552,1.057051e-05,5.154233e-03,1.603692e-02,0.000000e+00,0.000000e+00
277,14,4566,1.328997e-05,5.046567e-03,1.511785e-02,0.000000e+00,0.000000e+00
278,17,4583,2.468005e-06,5.326315e-03,1.512992e-02,0.000000e+00,0.000000e+00
279,17,4600,4.544854e-06,5.053889e-03,1.252259e-02,0.000000e+00,0.000000e+00
280,19,4619,1.315493e-05,5.224599e-03,1.721634e-02,0.000000e+00,0.000000e+00
